acronym,id,name,structure_id_path,parent_structure_id
SSs6b,893.0,"Supplemental somatosensory area, layer 6b",/997/8/567/688/695/315/453/378/893/,378.0
SCH,286.0,Suprachiasmatic nucleus,/997/8/343/1129/1097/141/286/,141.0
SGN,325.0,Suprageniculate nucleus,/997/8/343/1129/549/856/138/325/,138.0
SG,318.0,Supragenual nucleus,/997/8/343/1065/771/987/318/,987.0
SUM,525.0,Supramammillary nucleus,/997/8/343/1129/1097/467/331/525/,331.0
Su3,614454277.0,Supraoculomotor periaqueductal gray,/997/8/343/313/323/795/614454277/,795.0
SO,390.0,Supraoptic nucleus,/997/8/343/1129/1097/157/390/,157.0
SUT,534.0,Supratrigeminal nucleus,/997/8/343/1065/771/987/534/,987.0
TT,589.0,Taenia tecta,/997/8/567/688/695/698/589/,698.0
TTd,597.0,"Taenia tecta, dorsal part",/997/8/567/688/695/698/589/597/,589.0
TTv,605.0,"Taenia tecta, ventral part",/997/8/567/688/695/698/589/605/,589.0
TRN,574.0,Tegmental reticular nucleus,/997/8/343/1065/771/987/574/,987.0
TEa,541.0,Temporal association areas,/997/8/567/688/695/315/541/,315.0
TEa1,97.0,"Temporal association areas, layer 1",/997/8/567/688/695/315/541/97/,541.0
TEa2/3,1127.0,"Temporal association areas, layer 2/3",/997/8/567/688/695/315/541/1127/,541.0
TEa4,234.0,"Temporal association areas, layer 4",/997/8/567/688/695/315/541/234/,541.0
TEa5,289.0,"Temporal association areas, layer 5",/997/8/567/688/695/315/541/289/,541.0
TEa6a,729.0,"Temporal association areas, layer 6a",/997/8/567/688/695/315/541/729/,541.0
TEa6b,786.0,"Temporal association areas, layer 6b",/997/8/567/688/695/315/541/786/,541.0
TH,549.0,Thalamus,/997/8/343/1129/549/,1129.0
DORpm,856.0,"Thalamus, polymodal association cortex related",/997/8/343/1129/549/856/,549.0
DORsm,864.0,"Thalamus, sensory-motor cortex related",/997/8/343/1129/549/864/,549.0
TRS,581.0,Triangular nucleus of septum,/997/8/567/623/803/826/581/,826.0
IV,115.0,Trochlear nucleus,/997/8/343/313/323/115/,323.0
TU,614.0,Tuberal nucleus,/997/8/343/1129/1097/290/614/,290.0
TM,557.0,Tuberomammillary nucleus,/997/8/343/1129/1097/467/331/557/,331.0
TMd,1126.0,"Tuberomammillary nucleus, dorsal part",/997/8/343/1129/1097/467/331/557/1126/,557.0
TMv,1.0,"Tuberomammillary nucleus, ventral part",/997/8/343/1129/1097/467/331/557/1/,557.0
UVU,957.0,Uvula (IX),/997/8/512/528/645/957/,645.0
OV,763.0,Vascular organ of the lamina terminalis,/997/8/343/1129/1097/141/763/,141.0
VAL,629.0,Ventral anterior-lateral complex of the thalamus,/997/8/343/1129/549/864/637/629/,637.0
AUDv,1018.0,Ventral auditory area,/997/8/567/688/695/315/247/1018/,247.0
AUDv1,959.0,"Ventral auditory area, layer 1",/997/8/567/688/695/315/247/1018/959/,1018.0
AUDv2/3,755.0,"Ventral auditory area, layer 2/3",/997/8/567/688/695/315/247/1018/755/,1018.0
AUDv4,990.0,"Ventral auditory area, layer 4",/997/8/567/688/695/315/247/1018/990/,1018.0
AUDv5,1023.0,"Ventral auditory area, layer 5",/997/8/567/688/695/315/247/1018/1023/,1018.0
AUDv6a,520.0,"Ventral auditory area, layer 6a",/997/8/567/688/695/315/247/1018/520/,1018.0
AUDv6b,598.0,"Ventral auditory area, layer 6b",/997/8/567/688/695/315/247/1018/598/,1018.0
VCO,101.0,Ventral cochlear nucleus,/997/8/343/1065/354/386/607/101/,607.0
VENT,637.0,Ventral group of the dorsal thalamus,/997/8/343/1129/549/864/637/,864.0
VM,685.0,Ventral medial nucleus of the thalamus,/997/8/343/1129/549/864/637/685/,637.0
LGv,178.0,Ventral part of the lateral geniculate complex,/997/8/343/1129/549/856/1014/178/,1014.0
VP,709.0,Ventral posterior complex of the thalamus,/997/8/343/1129/549/864/637/709/,637.0
VPL,718.0,Ventral posterolateral nucleus of the thalamus,/997/8/343/1129/549/864/637/709/718/,709.0
VPLpc,725.0,"Ventral posterolateral nucleus of the thalamus, parvicellular part",/997/8/343/1129/549/864/637/709/725/,709.0
VPM,733.0,Ventral posteromedial nucleus of the thalamus,/997/8/343/1129/549/864/637/709/733/,709.0
VPMpc,741.0,"Ventral posteromedial nucleus of the thalamus, parvicellular part",/997/8/343/1129/549/864/637/709/741/,709.0
PMv,1004.0,Ventral premammillary nucleus,/997/8/343/1129/1097/467/1004/,467.0
VTA,749.0,Ventral tegmental area,/997/8/343/313/323/749/,323.0
VTN,757.0,Ventral tegmental nucleus,/997/8/343/313/323/757/,323.0
VLPO,689.0,Ventrolateral preoptic nucleus,/997/8/343/1129/1097/141/689/,141.0
VMH,693.0,Ventromedial hypothalamic nucleus,/997/8/343/1129/1097/467/693/,467.0
VMPO,576073699.0,Ventromedial preoptic nucleus,/997/8/343/1129/1097/141/576073699/,141.0
VERM,645.0,Vermal regions,/997/8/512/528/645/,528.0
VNC,701.0,Vestibular nuclei,/997/8/343/1065/354/370/701/,370.0
VeCB,589508455.0,Vestibulocerebellar nucleus,/997/8/512/519/589508455/,519.0
VISC,677.0,Visceral area,/997/8/567/688/695/315/677/,315.0
VISC1,897.0,"Visceral area, layer 1",/997/8/567/688/695/315/677/897/,677.0
VISC2/3,1106.0,"Visceral area, layer 2/3",/997/8/567/688/695/315/677/1106/,677.0
VISC4,1010.0,"Visceral area, layer 4",/997/8/567/688/695/315/677/1010/,677.0
VISC5,1058.0,"Visceral area, layer 5",/997/8/567/688/695/315/677/1058/,677.0
VISC6a,857.0,"Visceral area, layer 6a",/997/8/567/688/695/315/677/857/,677.0
VISC6b,849.0,"Visceral area, layer 6b",/997/8/567/688/695/315/677/849/,677.0
VIS,669.0,Visual areas,/997/8/567/688/695/315/669/,315.0
Xi,560581559.0,Xiphoid thalamic nucleus,/997/8/343/1129/549/856/571/560581559/,571.0
ZI,797.0,Zona incerta,/997/8/343/1129/1097/290/797/,290.0
alv,466.0,alveus,/997/1009/991/768/1099/466/,1099.0
amc,884.0,amygdalar capsule,/997/1009/991/768/884/,768.0
aco,900.0,"anterior commissure, olfactory limb",/997/1009/967/840/900/,840.0
act,908.0,"anterior commissure, temporal limb",/997/1009/991/768/908/,768.0
arb,728.0,arbor vitae,/997/1009/960/728/,960.0
ar,484682524.0,auditory radiation,/997/1009/983/896/484682524/,896.0
bic,482.0,brachium of the inferior colliculus,/997/1009/967/933/948/482/,948.0
bsc,916.0,brachium of the superior colliculus,/997/1009/967/848/916/,848.0
c,164.0,"central canal, spinal cord/medulla",/997/73/164/,73.0
cpd,924.0,cerebal peduncle,/997/1009/983/784/924/,784.0
cbc,744.0,cerebellar commissure,/997/1009/960/744/,960.0
cbp,752.0,cerebellar peduncles,/997/1009/960/752/,960.0
cbf,960.0,cerebellum related fiber tracts,/997/1009/960/,1009.0
AQ,140.0,cerebral aqueduct,/997/73/140/,73.0
epsc,760.0,cerebral nuclei related,/997/1009/1000/760/,1000.0
mfbc,768.0,cerebrum related,/997/1009/991/768/,991.0
cett,932.0,cervicothalamic tract,/997/1009/967/792/932/,792.0
chpl,108.0,choroid plexus,/997/73/81/108/,81.0
cing,940.0,cingulum bundle,/997/1009/991/768/940/,768.0
cVIIIn,948.0,cochlear nerve,/997/1009/967/933/948/,933.0
fx,436.0,columns of the fornix,/997/1009/991/768/1099/737/436/,737.0
stc,484682528.0,commissural branch of stria terminalis,/997/1009/991/768/301/484682528/,301.0
cc,776.0,corpus callosum,/997/1009/983/776/,983.0
fa,956.0,"corpus callosum, anterior forceps",/997/1009/983/776/956/,776.0
ccb,484682516.0,"corpus callosum, body",/997/1009/983/776/484682516/,776.0
ee,964.0,"corpus callosum, extreme capsule",/997/1009/983/776/964/,776.0
fp,971.0,"corpus callosum, posterior forceps",/997/1009/983/776/971/,776.0
ccs,986.0,"corpus callosum, splenium",/997/1009/983/776/986/,776.0
cst,784.0,corticospinal tract,/997/1009/983/784/,983.0
cm,967.0,cranial nerves,/997/1009/967/,1009.0
tspc,1043.0,crossed tectospinal pathway,/997/1009/1000/877/1043/,877.0
cuf,380.0,cuneate fascicle,/997/1009/967/792/932/514/380/,514.0
tspd,1051.0,direct tectospinal pathway,/997/1009/1000/877/1051/,877.0
dtd,1060.0,doral tegmental decussation,/997/1009/1000/877/1060/,877.0
das,506.0,dorsal acoustic stria,/997/1009/967/933/948/506/,948.0
dc,514.0,dorsal column,/997/1009/967/792/932/514/,932.0
df,530.0,dorsal fornix,/997/1009/991/768/1099/530/,1099.0
dhc,443.0,dorsal hippocampal commissure,/997/1009/991/768/1099/618/443/,618.0
lotd,538.0,dorsal limb,/997/1009/967/840/21/538/,21.0
drt,792.0,dorsal roots,/997/1009/967/792/,967.0
sctd,553.0,dorsal spinocerebellar tract,/997/1009/960/752/1123/553/,1123.0
mfbse,1083.0,epithalamus related,/997/1009/991/824/1083/,824.0
ec,579.0,external capsule,/997/1009/983/776/956/579/,956.0
em,1092.0,external medullary lamina of the thalamus,/997/1009/983/896/1092/,896.0
eps,1000.0,extrapyramidal fiber systems,/997/1009/1000/,1009.0
VIIn,798.0,facial nerve,/997/1009/967/798/,967.0
fr,595.0,fasciculus retroflexus,/997/1009/991/824/1083/595/,1083.0
fiber tracts,1009.0,fiber tracts,/997/1009/,997.0
fi,603.0,fimbria,/997/1009/991/768/1099/603/,1099.0
fxs,1099.0,fornix system,/997/1009/991/768/1099/,768.0
V4,145.0,fourth ventricle,/997/73/145/,73.0
ccg,1108.0,genu of corpus callosum,/997/1009/983/776/1108/,776.0
gVIIn,1116.0,genu of the facial nerve,/997/1009/967/798/1116/,798.0
hbc,611.0,habenular commissure,/997/1009/991/824/1083/611/,1083.0
hc,618.0,hippocampal commissures,/997/1009/991/768/1099/618/,1099.0
mfsbshy,824.0,hypothalamus related,/997/1009/991/824/,991.0
icp,1123.0,inferior cerebellar peduncle,/997/1009/960/752/1123/,752.0
cic,633.0,inferior colliculus commissure,/997/1009/967/933/948/633/,948.0
int,6.0,internal capsule,/997/1009/983/784/6/,784.0
lfbs,983.0,lateral forebrain bundle system,/997/1009/983/,1009.0
ll,658.0,lateral lemniscus,/997/1009/967/933/948/658/,948.0
lot,665.0,"lateral olfactory tract, body",/997/1009/967/840/21/665/,21.0
lotg,21.0,"lateral olfactory tract, general",/997/1009/967/840/21/,840.0
V4r,153.0,lateral recess,/997/73/145/153/,145.0
VL,81.0,lateral ventricle,/997/73/81/,73.0
mp,673.0,mammillary peduncle,/997/1009/991/824/46/673/,46.0
mfbsma,46.0,mammillary related,/997/1009/991/824/46/,824.0
mtg,681.0,mammillotegmental tract,/997/1009/991/824/46/681/,46.0
mtt,690.0,mammillothalamic tract,/997/1009/991/824/46/690/,46.0
mct,428.0,medial corticohypothalamic tract,/997/1009/991/768/1099/737/428/,737.0
mfb,54.0,medial forebrain bundle,/997/1009/991/824/54/,824.0
mfbs,991.0,medial forebrain bundle system,/997/1009/991/,1009.0
ml,697.0,medial lemniscus,/997/1009/967/792/932/697/,932.0
mlf,62.0,medial longitudinal fascicle,/997/1009/967/832/62/,832.0
mcp,78.0,middle cerebellar peduncle,/997/1009/960/752/78/,752.0
moV,93.0,motor root of the trigeminal nerve,/997/1009/967/901/93/,901.0
nst,102.0,nigrostriatal tract,/997/1009/1000/760/102/,760.0
IIIn,832.0,oculomotor nerve,/997/1009/967/832/,967.0
In,840.0,olfactory nerve,/997/1009/967/840/,967.0
onl,1016.0,olfactory nerve layer of main olfactory bulb,/997/1009/967/840/1016/,840.0
och,117.0,optic chiasm,/997/1009/967/848/117/,848.0
IIn,848.0,optic nerve,/997/1009/967/848/,967.0
or,484682520.0,optic radiation,/997/1009/983/896/484682520/,896.0
opt,125.0,optic tract,/997/1009/967/848/125/,848.0
fxpo,737.0,postcommissural fornix,/997/1009/991/768/1099/737/,1099.0
pc,158.0,posterior commissure,/997/1009/967/832/158/,832.0
VISpm,533.0,posteromedial visual area,/997/8/567/688/695/315/669/533/,669.0
VISpm1,805.0,"posteromedial visual area, layer 1",/997/8/567/688/695/315/669/533/805/,533.0
VISpm2/3,41.0,"posteromedial visual area, layer 2/3",/997/8/567/688/695/315/669/533/41/,533.0
VISpm4,501.0,"posteromedial visual area, layer 4",/997/8/567/688/695/315/669/533/501/,533.0
VISpm5,565.0,"posteromedial visual area, layer 5",/997/8/567/688/695/315/669/533/565/,533.0
VISpm6a,257.0,"posteromedial visual area, layer 6a",/997/8/567/688/695/315/669/533/257/,533.0
VISpm6b,469.0,"posteromedial visual area, layer 6b",/997/8/567/688/695/315/669/533/469/,533.0
pm,753.0,principal mammillary tract,/997/1009/991/824/46/753/,46.0
py,190.0,pyramid,/997/1009/983/784/190/,784.0
pyd,198.0,pyramidal decussation,/997/1009/983/784/198/,784.0
root,997.0,root,/997/,
rust,863.0,rubrospinal tract,/997/1009/1000/863/,1000.0
sV,229.0,sensory root of the trigeminal nerve,/997/1009/967/901/229/,901.0
ts,237.0,solitary tract,/997/1009/967/917/237/,917.0
sptV,794.0,spinal tract of the trigeminal nerve,/997/1009/967/901/229/794/,229.0
sm,802.0,stria medullaris,/997/1009/991/824/1083/802/,1083.0
st,301.0,stria terminalis,/997/1009/991/768/301/,768.0
SEZ,98.0,subependymal zone,/997/73/81/98/,81.0
scp,326.0,superior cerebelar peduncles,/997/1009/960/752/326/,752.0
dscp,812.0,superior cerebellar peduncle decussation,/997/1009/960/752/326/812/,326.0
csc,336.0,superior colliculus commissure,/997/1009/967/848/336/,848.0
scwm,484682512.0,supra-callosal cerebral white matter,/997/1009/484682512/,1009.0
sup,349.0,supraoptic commissures,/997/1009/991/824/349/,824.0
tsp,877.0,tectospinal pathway,/997/1009/1000/877/,1000.0
lfbst,896.0,thalamus related,/997/1009/983/896/,983.0
V3,129.0,third ventricle,/997/73/129/,73.0
tb,841.0,trapezoid body,/997/1009/967/933/948/841/,948.0
Vn,901.0,trigeminal nerve,/997/1009/967/901/,967.0
IVn,911.0,trochlear nerve,/997/1009/967/911/,967.0
uf,850.0,uncinate fascicle,/997/1009/960/752/326/850/,326.0
Xn,917.0,vagus nerve,/997/1009/967/917/,967.0
vhc,449.0,ventral hippocampal commissure,/997/1009/991/768/1099/618/449/,618.0
sctv,866.0,ventral spinocerebellar tract,/997/1009/960/752/326/866/,326.0
vtd,397.0,ventral tegmental decussation,/997/1009/1000/863/397/,863.0
VS,73.0,ventricular systems,/997/73/,997.0
vVIIIn,413.0,vestibular nerve,/997/1009/967/933/413/,933.0
VIIIn,933.0,vestibulocochlear nerve,/997/1009/967/933/,967.0
von,949.0,vomeronasal nerve,/997/1009/967/949/,967.0
,,,,
DC,6000.0,Dorsal cap,/997/8/343/1065/354/370/83/6000/,83.0
Beta-VLO,6002.0,Beta and ventrolateral outgrowth subnuclei,/997/8/343/1065/354/370/83/6002/,83.0
dDAO,6003.0,"Dorsal accessory olive, dorsal fold",/997/8/343/1065/354/370/83/6003/,83.0
dPO,6004.0,"Principal olive, dorsal lamella",/997/8/343/1065/354/370/83/6004/,83.0
vDAO,6005.0,"Dorsal accessory olive, ventral fold",/997/8/343/1065/354/370/83/6005/,83.0
DM-vPO,6006.0,"Dorsomedial subnucleus and principal olive, ventral lamella",/997/8/343/1065/354/370/83/6006/,83.0
rMAO,6007.0,"Medial accessory olive, rostral part",/997/8/343/1065/354/370/83/6007/,83.0
DMCC,6008.0,Dorsomedial cell column subnucleus,/997/8/343/1065/354/370/83/6008/,83.0
cMAO-a,6009.0,"Medial accessory olive, caudal part, subnucleus a",/997/8/343/1065/354/370/83/6009/,83.0
cMAO-b,6010.0,"Medial accessory olive, caudal part, subnucleus b",/997/8/343/1065/354/370/83/6010/,83.0
cMAO-c,6011.0,"Medial accessory olive, caudal part, subnucleus c",/997/8/343/1065/354/370/83/6011/,83.0
MDJ,6020.0,Mesodiencephalic junction,/997/8/343/313/6020/,313.0
